File,Variable,Description
DR1TOT_D.htm,DR1TMOIS,DR1TMOIS - Moisture (gm)
DR1TOT_D.htm,DR1TS040,DR1TS040 - SFA 4:0 (Butanoic) (gm)
DR1TOT_D.htm,DR1TS060,DR1TS060 - SFA 6:0 (Hexanoic) (gm)
DR1TOT_D.htm,DR1TS080,DR1TS080 - SFA 8:0 (Octanoic) (gm)
DR1TOT_D.htm,DR1TS100,DR1TS100 - SFA 10:0 (Decanoic) (gm)
DR1TOT_D.htm,DR1TS120,DR1TS120 - SFA 12:0 (Dodecanoic) (gm)
DR1TOT_D.htm,DR1TS140,DR1TS140 - SFA 14:0 (Tetradecanoic) (gm)
DR1TOT_D.htm,DR1TS160,DR1TS160 - SFA 16:0 (Hexadecanoic) (gm)
DR1TOT_D.htm,DR1TS180,DR1TS180 - SFA 18:0 (Octadecanoic) (gm)
DR1TOT_D.htm,DR1TM161,DR1TM161 - MFA 16:1 (Hexadecenoic) (gm)
DR1TOT_D.htm,DR1TM181,DR1TM181 - MFA 18:1 (Octadecenoic) (gm)
DR1TOT_D.htm,DR1TM201,DR1TM201 - MFA 20:1 (Eicosenoic) (gm)
DR1TOT_D.htm,DR1TM221,DR1TM221 - MFA 22:1 (Docosenoic) (gm)
DR1TOT_D.htm,DR1TP182,DR1TP182 - PFA 18:2 (Octadecadienoic) (gm)
DR1TOT_D.htm,DR1TP183,DR1TP183 - PFA 18:3 (Octadecatrienoic) (gm)
DR1TOT_D.htm,DR1TP184,DR1TP184 - PFA 18:4 (Octadecatetraenoic) (gm)
DR1TOT_D.htm,DR1TP204,DR1TP204 - PFA 20:4 (Eicosatetraenoic) (gm)
DR1TOT_D.htm,DR1TP205,DR1TP205 - PFA 20:5 (Eicosapentaenoic) (gm)
DR1TOT_D.htm,DR1TP225,DR1TP225 - PFA 22:5 (Docosapentaenoic) (gm)
DR1TOT_D.htm,DR1TP226,DR1TP226 - PFA 22:6 (Docosahexaenoic) (gm)
DR1TOT_D.htm,DR1_300,DR1_300 - Compare food consumed yesterday to usual
DR1TOT_D.htm,DR1_320Z,DR1_320Z - Total plain water drank yesterday (gm)
DR1TOT_D.htm,DR1_330Z,DR1_330Z - Total tap water drank yesterday (gm)
DR1TOT_D.htm,DR1BWATZ,DR1BWATZ - Total bottled water drank yesterday (gm)
DR1TOT_D.htm,DR1TWS,DR1TWS - Tap water source
DR1TOT_D.htm,DRD340,DRD340 - Shellfish eaten during past 30 days
DR1TOT_D.htm,DRD350A,DRD350A - Clams eaten during past 30 days
DR1TOT_D.htm,DRD350AQ,DRD350AQ - # of times clams eaten in past 30 days
DR1TOT_D.htm,DRD350B,DRD350B - Crabs eaten during past 30 days
DR1TOT_D.htm,DRD350BQ,DRD350BQ - # of times crabs eaten in past 30 days
DR1TOT_D.htm,DRD350C,DRD350C - Crayfish eaten during past 30 days
DR1TOT_D.htm,DRD350CQ,DRD350CQ - # of times crayfish eaten past 30 days
DR1TOT_D.htm,DRD350D,DRD350D - Lobsters eaten during past 30 days
DR1TOT_D.htm,DRD350DQ,DRD350DQ - # of times lobsters eaten past 30 days
DR1TOT_D.htm,DRD350E,DRD350E - Mussels eaten during past 30 days
DR1TOT_D.htm,DRD350EQ,DRD350EQ - # of times mussels eaten in past 30 days
DR1TOT_D.htm,DRD350F,DRD350F - Oysters eaten during past 30 days
DR1TOT_D.htm,DRD350FQ,DRD350FQ - # of times oysters eaten in past 30 days
DR1TOT_D.htm,DRD350G,DRD350G - Scallops eaten during past 30 days
DR1TOT_D.htm,DRD350GQ,DRD350GQ - # of times scallops eaten past 30 days
DR1TOT_D.htm,DRD350H,DRD350H - Shrimp eaten during past 30 days
DR1TOT_D.htm,DRD350HQ,DRD350HQ - # of times shrimp eaten in past 30 days
DR1TOT_D.htm,DRD350I,DRD350I - Other shellfish eaten past 30 days
DR1TOT_D.htm,DRD350IQ,DRD350IQ - # of times other shellfish eaten
DR1TOT_D.htm,DRD350J,DRD350J - Other unknown shellfish eaten past 30 d
DR1TOT_D.htm,DRD350JQ,DRD350JQ - # of times other unknown shellfish eaten
DR1TOT_D.htm,DRD350K,DRD350K - Refused on shellfish eaten past 30 days
DR1TOT_D.htm,DRD360,DRD360 - Fish eaten during past 30 days
DR1TOT_D.htm,DRD370A,DRD370A - Breaded fish products eaten past 30 days
DR1TOT_D.htm,DRD370AQ,DRD370AQ - # of times breaded fish products eaten
DR1TOT_D.htm,DRD370B,DRD370B - Tuna eaten during past 30 days
DR1TOT_D.htm,DRD370BQ,DRD370BQ - # of times tuna eaten in past 30 days
DR1TOT_D.htm,DRD370C,DRD370C - Bass eaten during past 30 days
DR1TOT_D.htm,DRD370CQ,DRD370CQ - # of times bass eaten in past 30 days
DR1TOT_D.htm,DRD370D,DRD370D - Catfish eaten during past 30 days
DR1TOT_D.htm,DRD370DQ,DRD370DQ - # of times catfish eaten in past 30 days
DR1TOT_D.htm,DRD370E,DRD370E - Cod eaten during past 30 days
DR1TOT_D.htm,DRD370EQ,DRD370EQ - # of times cod eaten in past 30 days
DR1TOT_D.htm,DRD370F,DRD370F - Flatfish eaten during past 30 days
DR1TOT_D.htm,DRD370FQ,DRD370FQ - # of times flatfish eaten past 30 days
DR1TOT_D.htm,DRD370G,DRD370G - Haddock eaten during past 30 days
DR1TOT_D.htm,DRD370GQ,DRD370GQ - # of times haddock eaten in past 30 days
DR1TOT_D.htm,DRD370H,DRD370H - Mackerel eaten during past 30 days
DR1TOT_D.htm,DRD370HQ,DRD370HQ - # of times mackerel eaten past 30 days
DR1TOT_D.htm,DRD370I,DRD370I - Perch eaten during past 30 days
DR1TOT_D.htm,DRD370IQ,DRD370IQ - # of times perch eaten in past 30 days
DR1TOT_D.htm,DRD370J,DRD370J - Pike eaten during past 30 days
DR1TOT_D.htm,DRD370JQ,DRD370JQ - # of times pike eaten in past 30 days
DR1TOT_D.htm,DRD370K,DRD370K - Pollock eaten during past 30 days
DR1TOT_D.htm,DRD370KQ,DRD370KQ - # of times pollock eaten in past 30 days
DR1TOT_D.htm,DRD370L,DRD370L - Porgy eaten during past 30 days
DR1TOT_D.htm,DRD370LQ,DRD370LQ - # of times porgy eaten in past 30 days
DR1TOT_D.htm,DRD370M,DRD370M - Salmon eaten during past 30 days
DR1TOT_D.htm,DRD370MQ,DRD370MQ - # of times salmon eaten in past 30 days
DR1TOT_D.htm,DRD370N,DRD370N - Sardines eaten during past 30 days
DR1TOT_D.htm,DRD370NQ,DRD370NQ - # of times sardines eaten past 30 days
DR1TOT_D.htm,DRD370O,DRD370O - Sea bass eaten during past 30 days
DR1TOT_D.htm,DRD370OQ,DRD370OQ - # of times sea bass eaten past 30 days
DR1TOT_D.htm,DRD370P,DRD370P - Shark eaten during past 30 days
DR1TOT_D.htm,DRD370PQ,DRD370PQ - # of times shark eaten in past 30 days
DR1TOT_D.htm,DRD370Q,DRD370Q - Swordfish eaten during past 30 days
DR1TOT_D.htm,DRD370QQ,DRD370QQ - # of times swordfish eaten past 30 days
DR1TOT_D.htm,DRD370R,DRD370R - Trout eaten during past 30 days
DR1TOT_D.htm,DRD370RQ,DRD370RQ - # of times trout eaten in past 30 days
DR1TOT_D.htm,DRD370S,DRD370S - Walleye eaten during past 30 days
DR1TOT_D.htm,DRD370SQ,DRD370SQ - # of times walleye eaten in past 30 days
DR1TOT_D.htm,DRD370T,DRD370T - Other fish eaten during past 30 days
DR1TOT_D.htm,DRD370TQ,DRD370TQ - # of times other fish eaten past 30 days
DR1TOT_D.htm,DRD370U,DRD370U - Other unknown fish eaten in past 30 days
DR1TOT_D.htm,DRD370UQ,DRD370UQ - # of times other unknown fish eaten
DR1TOT_D.htm,DRD370V,DRD370V - Refused on fish eaten past 30 days
DR2TOT_D.htm,SEQN,SEQN - Respondent sequence number
DR2TOT_D.htm,WTDRD1,WTDRD1 - Dietary day one sample weight
DR2TOT_D.htm,WTDR2D,WTDR2D - Dietary two-day sample weight
DR2TOT_D.htm,DR2DRSTZ,DR2DRSTZ - Dietary recall status
DR2TOT_D.htm,DR2EXMER,DR2EXMER - Interviewer ID code
DR2TOT_D.htm,DRABF,DRABF - Breast-fed infant (either day)
DR2TOT_D.htm,DRDINT,DRDINT - Number of days of intake
DR2TOT_D.htm,DR2DAY,DR2DAY - Intake day of the week
DR2TOT_D.htm,DR2LANG,DR2LANG - Language respondent used mostly
DR2TOT_D.htm,DR2MNRSP,DR2MNRSP - Main respondent for this interview
DR2TOT_D.htm,DR2HELPD,DR2HELPD - Helped in responding for this interview
DR2TOT_D.htm,DR2TNUMF,DR2TNUMF - Number of foods reported
DR2TOT_D.htm,DR2TKCAL,DR2TKCAL - Energy (kcal)
DR2TOT_D.htm,DR2TPROT,DR2TPROT - Protein (gm)
DR2TOT_D.htm,DR2TCARB,DR2TCARB - Carbohydrate (gm)
DR2TOT_D.htm,DR2TSUGR,DR2TSUGR - Total sugars (gm)
DR2TOT_D.htm,DR2TFIBE,DR2TFIBE - Dietary fiber (gm)
DR2TOT_D.htm,DR2TTFAT,DR2TTFAT - Total fat (gm)
DR2TOT_D.htm,DR2TSFAT,DR2TSFAT - Total saturated fatty acids (gm)
DR2TOT_D.htm,DR2TMFAT,DR2TMFAT - Total monounsaturated fatty acids (gm)
DR2TOT_D.htm,DR2TPFAT,DR2TPFAT - Total polyunsaturated fatty acids (gm)
DR2TOT_D.htm,DR2TCHOL,DR2TCHOL - Cholesterol (mg)
DR2TOT_D.htm,DR2TATOC,DR2TATOC - Vitamin E as alpha-tocopherol (mg)
DR2TOT_D.htm,DR2TATOA,DR2TATOA - Added alpha-tocopherol (Vitamin E) (mg)
DR2TOT_D.htm,DR2TRET,DR2TRET - Retinol (mcg)
DR2TOT_D.htm,DR2TVARA,"DR2TVARA - Vitamin A, RAE (mcg)"
DR2TOT_D.htm,DR2TACAR,DR2TACAR - Alpha-carotene (mcg)
DR2TOT_D.htm,DR2TBCAR,DR2TBCAR - Beta-carotene (mcg)
DR2TOT_D.htm,DR2TCRYP,DR2TCRYP - Beta-cryptoxanthin (mcg)
DR2TOT_D.htm,DR2TLYCO,DR2TLYCO - Lycopene (mcg)
DR2TOT_D.htm,DR2TLZ,DR2TLZ - Lutein + zeaxanthin (mcg)
DR2TOT_D.htm,DR2TVB1,DR2TVB1 - Thiamin (Vitamin B1) (mg)
DR2TOT_D.htm,DR2TVB2,DR2TVB2 - Riboflavin (Vitamin B2) (mg)
DR2TOT_D.htm,DR2TNIAC,DR2TNIAC - Niacin (mg)
DR2TOT_D.htm,DR2TVB6,DR2TVB6 - Vitamin B6 (mg)
DR2TOT_D.htm,DR2TFOLA,DR2TFOLA - Total folate (mcg)
DR2TOT_D.htm,DR2TFA,DR2TFA - Folic acid (mcg)
DR2TOT_D.htm,DR2TFF,DR2TFF - Food folate (mcg)
DR2TOT_D.htm,DR2TFDFE,"DR2TFDFE - Folate, DFE (mcg)"
DR2TOT_D.htm,DR2TCHL,DR2TCHL - Total choline (mg)
DR2TOT_D.htm,DR2TVB12,DR2TVB12 - Vitamin B12 (mcg)
DR2TOT_D.htm,DR2TB12A,DR2TB12A - Added vitamin B12 (mcg)
DR2TOT_D.htm,DR2TVC,DR2TVC - Vitamin C (mg)
DR2TOT_D.htm,DR2TVK,DR2TVK - Vitamin K (mcg)
DR2TOT_D.htm,DR2TCALC,DR2TCALC - Calcium (mg)
DR2TOT_D.htm,DR2TPHOS,DR2TPHOS - Phosphorus (mg)
DR2TOT_D.htm,DR2TMAGN,DR2TMAGN - Magnesium (mg)
DR2TOT_D.htm,DR2TIRON,DR2TIRON - Iron (mg)
DR2TOT_D.htm,DR2TZINC,DR2TZINC - Zinc (mg)
DR2TOT_D.htm,DR2TCOPP,DR2TCOPP - Copper (mg)
DR2TOT_D.htm,DR2TSODI,DR2TSODI - Sodium (mg)
DR2TOT_D.htm,DR2TPOTA,DR2TPOTA - Potassium (mg)
DR2TOT_D.htm,DR2TSELE,DR2TSELE - Selenium (mcg)
DR2TOT_D.htm,DR2TCAFF,DR2TCAFF - Caffeine (mg)
DR2TOT_D.htm,DR2TTHEO,DR2TTHEO - Theobromine (mg)
DR2TOT_D.htm,DR2TALCO,DR2TALCO - Alcohol (gm)
DR2TOT_D.htm,DR2TMOIS,DR2TMOIS - Moisture (gm)
DR2TOT_D.htm,DR2TS040,DR2TS040 - SFA 4:0 (Butanoic) (gm)
DR2TOT_D.htm,DR2TS060,DR2TS060 - SFA 6:0 (Hexanoic) (gm)
DR2TOT_D.htm,DR2TS080,DR2TS080 - SFA 8:0 (Octanoic) (gm)
DR2TOT_D.htm,DR2TS100,DR2TS100 - SFA 10:0 (Decanoic) (gm)
DR2TOT_D.htm,DR2TS120,DR2TS120 - SFA 12:0 (Dodecanoic) (gm)
DR2TOT_D.htm,DR2TS140,DR2TS140 - SFA 14:0 (Tetradecanoic) (gm)
DR2TOT_D.htm,DR2TS160,DR2TS160 - SFA 16:0 (Hexadecanoic) (gm)
DR2TOT_D.htm,DR2TS180,DR2TS180 - SFA 18:0 (Octadecanoic) (gm)
DR2TOT_D.htm,DR2TM161,DR2TM161 - MFA 16:1 (Hexadecenoic) (gm)
DR2TOT_D.htm,DR2TM181,DR2TM181 - MFA 18:1 (Octadecenoic) (gm)
DR2TOT_D.htm,DR2TM201,DR2TM201 - MFA 20:1 (Eicosenoic) (gm)
DR2TOT_D.htm,DR2TM221,DR2TM221 - MFA 22:1 (Docosenoic) (gm)
DR2TOT_D.htm,DR2TP182,DR2TP182 - PFA 18:2 (Octadecadienoic) (gm)
DR2TOT_D.htm,DR2TP183,DR2TP183 - PFA 18:3 (Octadecatrienoic) (gm)
DR2TOT_D.htm,DR2TP184,DR2TP184 - PFA 18:4 (Octadecatetraenoic) (gm)
DR2TOT_D.htm,DR2TP204,DR2TP204 - PFA 20:4 (Eicosatetraenoic) (gm)
DR2TOT_D.htm,DR2TP205,DR2TP205 - PFA 20:5 (Eicosapentaenoic) (gm)
DR2TOT_D.htm,DR2TP225,DR2TP225 - PFA 22:5 (Docosapentaenoic) (gm)
DR2TOT_D.htm,DR2TP226,DR2TP226 - PFA 22:6 (Docosahexaenoic) (gm)
DR2TOT_D.htm,DR2_300,DR2_300 - Compare food consumed yesterday to usual
DR2TOT_D.htm,DR2_320Z,DR2_320Z - Total plain water drank yesterday (gm)
DR2TOT_D.htm,DR2_330Z,DR2_330Z - Total tap water drank yesterday (gm)
DR2TOT_D.htm,DR2BWATZ,DR2BWATZ - Total bottled water drank yesterday (gm)
DR2TOT_D.htm,DR2TWS,DR2TWS - Tap water source
DUQ_D.htm,SEQN,SEQN - Respondent sequence number
DUQ_D.htm,DUAISC,DUAISC - Interview status code
DUQ_D.htm,DUQ200,DUQ200 - Ever used marijuana or hashish
DUQ_D.htm,DUQ210,DUQ210 - Age when first tried marijuana
DUQ_D.htm,DUQ220Q,DUQ220Q - Last time used marijuana or hashish
DUQ_D.htm,DUQ220U,DUQ220U - Last time used marijuana or hashish/unit
DUQ_D.htm,DUQ230,DUQ230 - # days used marijuana or hashish/month
DUQ_D.htm,DUQ240,DUQ240 - Ever used cocaine/heroin/methamphetamine
DUQ_D.htm,DUQ250,DUQ250 - Ever use any form of cocaine
DUQ_D.htm,DUQ260,DUQ260 - Age first used cocaine
DUQ_D.htm,DUQ270Q,"DUQ270Q - Last time you used cocaine, in any form"
DUQ_D.htm,DUQ270U,DUQ270U - Last time you used cocaine/unit
DUQ_D.htm,DUQ272,DUQ272 - # of time you used cocaine
DUQ_D.htm,DUQ280,DUQ280 - # of days used cocaine/month
DUQ_D.htm,DUQ290,DUQ290 - Ever used heroin
DUQ_D.htm,DUQ300,DUQ300 - Age first used heroin
DUQ_D.htm,DUQ310Q,DUQ310Q - Last time used heroin
DUQ_D.htm,DUQ310U,DUQ310U - Last time used heroin/unit
DUQ_D.htm,DUQ320,DUQ320 - # of days used heroin/month
DUQ_D.htm,DUQ330,DUQ330 - Ever used methamphetamine
DUQ_D.htm,DUQ340,DUQ340 - Age first used methamphetamine
DUQ_D.htm,DUQ350Q,DUQ350Q - Last time used methamphetamine
DUQ_D.htm,DUQ350U,DUQ350U - Last time used methamphetamine/unit
DUQ_D.htm,DUQ352,DUQ352 - # times used methamphetamine
DUQ_D.htm,DUQ360,DUQ360 - # days used methamphetamine/month
DUQ_D.htm,DUQ370,DUQ370 - Ever use a needle to inject illegal drug
DUQ_D.htm,DUQ380A,DUQ380A - Drugs injected - Cocaine
DUQ_D.htm,DUQ380B,DUQ380B - Drugs injected - Heroin
DUQ_D.htm,DUQ380C,DUQ380C - Drugs injected - Methamphetamine
DUQ_D.htm,DUQ380D,DUQ380D - Drugs injected - Steroids
DUQ_D.htm,DUQ380E,DUQ380E - Drugs injected - Any other drugs
DUQ_D.htm,DUQ390,DUQ390 - Age first injected drugs
DUQ_D.htm,DUQ400Q,DUQ400Q - Last time injected drugs
DUQ_D.htm,DUQ400U,DUQ400U - Last time injected drugs/unit
DUQ_D.htm,DUQ410,DUQ410 - # times injected drugs/lifetime
DUQ_D.htm,DUQ420,DUQ420 - How often did you inject drugs
DUQ_D.htm,DUQ425,DUQ425 - CHECK ITEM
DUQ_D.htm,DUQ430,DUQ430 - Ever been in rehabilitation program
DXXAG_D.htm,SEQN,SEQN - Respondent sequence number
DXXAG_D.htm,DXATRST,DXATRST - Trunk (A/G region) scan status
DXXAG_D.htm,DXATRTV,DXATRTV - Trunk tissue invalidity code
DXXAG_D.htm,DXXANFM,DXXANFM - Android fat mass
DXXAG_D.htm,DXXANLM,DXXANLM - Android lean mass
DXXAG_D.htm,DXXANTOM,DXXANTOM - Android total mass
DXXAG_D.htm,DXXGYFM,DXXGYFM - Gynoid fat mass
DXXAG_D.htm,DXXGYLM,DXXGYLM - Gynoid lean mass
DXXAG_D.htm,DXXGYTOM,DXXGYTOM - Gynoid total mass
DXXAG_D.htm,DXXAGRAT,DXXAGRAT - Android to Gynoid ratio
DXXAG_D.htm,DXXAPFAT,DXXAPFAT - Android percent fat
DXXAG_D.htm,DXXGPFAT,DXXGPFAT - Gynoid percent fat
dxx_d.htm,SEQN,SEQN - Respondent sequence number
dxx_d.htm,_MULT_,_MULT_ - Imputation Version
dxx_d.htm,DXAEXSTS,DXAEXSTS - Exam Status
dxx_d.htm,DXITOTST,DXITOTST - Soft Tissue Imputation Indicator
dxx_d.htm,DXITOTBN,DXITOTBN - Bone Imputation Indicator
dxx_d.htm,DXIHE,DXIHE - Head Imputation Indicator
dxx_d.htm,DXXHEA,DXXHEA - Head Area (cm^2)
dxx_d.htm,DXAHEBV,DXAHEBV - Head Bone Invalidity Code
dxx_d.htm,DXXHEBMC,DXXHEBMC - Head Bone Mineral Content (g)
dxx_d.htm,DXXHEBMD,DXXHEBMD - Head Bone Mineral Density (g/cm^2)
dxx_d.htm,DXAHETV,DXAHETV - Head Tissue Invalidity Code
dxx_d.htm,DXXHEFAT,DXXHEFAT - Head Fat (g)
dxx_d.htm,DXDHELE,DXDHELE - Head Lean excl BMC (g)
dxx_d.htm,DXXHELI,DXXHELI - Head Lean incl BMC (g)
dxx_d.htm,DXDHETOT,DXDHETOT - Head Total (g)
dxx_d.htm,DXDHEPF,DXDHEPF - Head Percent Fat
dxx_d.htm,DXILA,DXILA - Left Arm Imputation Indicator
dxx_d.htm,DXXLAA,DXXLAA - Left Arm Area (cm^2)
dxx_d.htm,DXALABV,DXALABV - Left Arm Bone Invalidity Code
dxx_d.htm,DXXLABMC,DXXLABMC - Left Arm BMC (g)
dxx_d.htm,DXXLABMD,DXXLABMD - Left Arm BMD (g/cm^2)
dxx_d.htm,DXALATV,DXALATV - Left Arm Tissue Invalidity Code
dxx_d.htm,DXXLAFAT,DXXLAFAT - Left Arm Fat (g)
dxx_d.htm,DXDLALE,DXDLALE - Left Arm Lean excl BMC (g)
dxx_d.htm,DXXLALI,DXXLALI - Left Arm Lean incl BMC (g)
dxx_d.htm,DXDLATOT,DXDLATOT - Left Arm Total (g)
dxx_d.htm,DXDLAPF,DXDLAPF - Left Arm Percent Fat
dxx_d.htm,DXILL,DXILL - Left Leg Imputation Indicator
dxx_d.htm,DXXLLA,DXXLLA - Left Leg Area (cm^2)
dxx_d.htm,DXALLBV,DXALLBV - Left Leg Bone Invalidity Code
dxx_d.htm,DXXLLBMC,DXXLLBMC - Left Leg BMC (g)
dxx_d.htm,DXXLLBMD,DXXLLBMD - Left Leg BMD (g/cm^2)
dxx_d.htm,DXALLTV,DXALLTV - Left Leg Tissue Invalidity Code
dxx_d.htm,DXXLLFAT,DXXLLFAT - Left Leg Fat (g)
dxx_d.htm,DXDLLLE,DXDLLLE - Left Leg Lean excl BMC (g)
dxx_d.htm,DXXLLLI,DXXLLLI - Left Leg Lean incl BMC (g)
dxx_d.htm,DXDLLTOT,DXDLLTOT - Left Leg Total (g)
dxx_d.htm,DXDLLPF,DXDLLPF - Left Leg Percent Fat
dxx_d.htm,DXIRA,DXIRA - Right Arm Imputation Indicator
dxx_d.htm,DXXRAA,DXXRAA - Right Arm Area (cm^2)
dxx_d.htm,DXARABV,DXARABV - Right Arm Bone Invalidity Code
dxx_d.htm,DXXRABMC,DXXRABMC - Right Arm BMC (g)
dxx_d.htm,DXXRABMD,DXXRABMD - Right Arm BMD (g/cm^2)
dxx_d.htm,DXARATV,DXARATV - Right Arm Tissue Invalidity Code
dxx_d.htm,DXXRAFAT,DXXRAFAT - Right Arm Fat (g)
dxx_d.htm,DXDRALE,DXDRALE - Right Arm Lean excl BMC (g)
dxx_d.htm,DXXRALI,DXXRALI - Right Arm Lean incl BMC (g)
dxx_d.htm,DXDRATOT,DXDRATOT - Right Arm Total (g)
dxx_d.htm,DXDRAPF,DXDRAPF - Right Arm Percent Fat
dxx_d.htm,DXIRL,DXIRL - Right Leg Imputation Indicator
dxx_d.htm,DXXRLA,DXXRLA - Right Leg Area (cm^2)
dxx_d.htm,DXARLBV,DXARLBV - Right Leg Bone Invalidity Code
dxx_d.htm,DXXRLBMC,DXXRLBMC - Right Leg BMC (g)
dxx_d.htm,DXXRLBMD,DXXRLBMD - Right Leg BMD(g/cm^2)
dxx_d.htm,DXARLTV,DXARLTV - Right Leg Tissue Invalidity Code
dxx_d.htm,DXXRLFAT,DXXRLFAT - Right Leg Fat (g)
dxx_d.htm,DXDRLLE,DXDRLLE - Right Leg Lean excl BMC (g)
dxx_d.htm,DXXRLLI,DXXRLLI - Right Leg Lean incl BMC (g)
dxx_d.htm,DXDRLTOT,DXDRLTOT - Right Leg Total (g)
dxx_d.htm,DXDRLPF,DXDRLPF - Right Leg Percent Fat
dxx_d.htm,DXILR,DXILR - Left Ribs Imputation Indicator
dxx_d.htm,DXXLRA,DXXLRA - Left Ribs Area (cm^2)
dxx_d.htm,DXXLRBMC,DXXLRBMC - Left Ribs BMC (g)
dxx_d.htm,DXXLRBMD,DXXLRBMD - Left Ribs BMD (g/cm^2)
dxx_d.htm,DXIRR,DXIRR - Right Ribs Imputation Indicator
dxx_d.htm,DXXRRA,DXXRRA - Right Ribs Area (cm^2)
dxx_d.htm,DXXRRBMC,DXXRRBMC - Right Ribs BMC (g)
dxx_d.htm,DXXRRBMD,DXXRRBMD - Right Ribs BMD (g/cm^2)
dxx_d.htm,DXITS,DXITS - Thoracic Spine Imputation Indicator
dxx_d.htm,DXXTSA,DXXTSA - Thoracic Spine Area (cm^2)
dxx_d.htm,DXXTSBMC,DXXTSBMC - Thoracic Spine BMC (g)
dxx_d.htm,DXXTSBMD,DXXTSBMD - Thoracic Spine BMD (g/cm^2)
dxx_d.htm,DXILS,DXILS - Lumbar Spine Imputation Indicator
dxx_d.htm,DXXLSA,DXXLSA - Lumbar Spine Area (cm^2)
dxx_d.htm,DXXLSBMC,DXXLSBMC - Lumbar Spine BMC (g)
dxx_d.htm,DXXLSBMD,DXXLSBMD - Lumbar Spine BMD (g/cm^2)
dxx_d.htm,DXIPE,DXIPE - Pelvis Imputation Indicator
dxx_d.htm,DXXPEA,DXXPEA - Pelvis Area (cm^2)
dxx_d.htm,DXXPEBMC,DXXPEBMC - Pelvis BMC (g)
dxx_d.htm,DXXPEBMD,DXXPEBMD - Pelvis BMD (g/cm^2)
dxx_d.htm,DXITR,DXITR - Trunk Imputation Indicator
dxx_d.htm,DXDTRA,DXDTRA - Trunk Bone area (cm^2)
dxx_d.htm,DXATRBV,DXATRBV - Trunk Bone Invalidity Code
dxx_d.htm,DXDTRBMC,DXDTRBMC - Trunk BMC (g)
dxx_d.htm,DXDTRBMD,DXDTRBMD - Trunk Bone BMD (g/cm^2)
dxx_d.htm,DXATRTV,DXATRTV - Trunk Tissue Invalidity Code
dxx_d.htm,DXXTRFAT,DXXTRFAT - Trunk Fat (g)
dxx_d.htm,DXDTRLE,DXDTRLE - Trunk Lean excl BMC (g)
dxx_d.htm,DXXTRLI,DXXTRLI - Trunk Lean incl BMC (g)
dxx_d.htm,DXDTRTOT,DXDTRTOT - Trunk Total (g)
dxx_d.htm,DXDTRPF,DXDTRPF - Trunk Percent Fat
dxx_d.htm,DXDSTA,DXDSTA - Subtotal Area (cm^2)
dxx_d.htm,DXDSTBMC,DXDSTBMC - Subtotal BMC (g)
dxx_d.htm,DXDSTBMD,DXDSTBMD - Subtotal BMD (g/cm^2)
dxx_d.htm,DXDSTFAT,DXDSTFAT - Subtotal Fat (g)
dxx_d.htm,DXDSTLE,DXDSTLE - Subtotal Lean excl BMC (g)
dxx_d.htm,DXDSTLI,DXDSTLI - Subtotal Lean incl BMC (g)
dxx_d.htm,DXDSTTOT,DXDSTTOT - Subtotal (Total excl Head) (g)
dxx_d.htm,DXDSTPF,DXDSTPF - Subtotal Percent Fat
dxx_d.htm,DXDTOA,DXDTOA - Total Area (cm^2)
dxx_d.htm,DXDTOBMC,DXDTOBMC - Total Bone Mineral Content (g)
dxx_d.htm,DXDTOBMD,DXDTOBMD - Total Bone Mineral Density (g/cm^2)
dxx_d.htm,DXDTOFAT,DXDTOFAT - Total Fat (g)
dxx_d.htm,DXDTOLE,DXDTOLE - Total Lean excl BMC (g)
dxx_d.htm,DXDTOLI,DXDTOLI - Total Lean incl BMC (g)
dxx_d.htm,DXDTOTOT,DXDTOTOT - Total Lean+Fat (g)
dxx_d.htm,DXDTOPF,DXDTOPF - Total Percent Fat
EPH_D.htm,SEQN,SEQN - Respondent sequence number
EPH_D.htm,WTSB2YR,WTSB2YR - Two-year MEC weights of subsample B
EPH_D.htm,URXUCR,URXUCR - Urinary creatinine
EPH_D.htm,URXBPH,URXBPH - Urinary Bisphenol A (ng/mL)
EPH_D.htm,URDBPHLC,URDBPHLC - Urinary Bisphenol A comment
EPH_D.htm,URXBP3,URXBP3 - Urinary Benzophenone-3 (ng/mL)
EPH_D.htm,URDBP3LC,URDBP3LC - Urinary Benzophenone-3 comment
EPH_D.htm,URX4TO,URX4TO - Urinary 4-tert-octylphenol (ng/mL)
EPH_D.htm,URD4TOLC,URD4TOLC - Urinary 4-tert-octylphenol comment
EPH_D.htm,URXTRS,URXTRS - Urinary Triclosan (ng/mL)
EPH_D.htm,URDTRSLC,URDTRSLC - Urinary Triclosan comment
EPH_D.htm,URXBUP,URXBUP - Butyl paraben (ng/ml)
EPH_D.htm,URDBUPLC,URDBUPLC - Butyl paraben comment
EPH_D.htm,URXEPB,URXEPB - Ethyl paraben  (ng/ml)
EPH_D.htm,URDEPBLC,URDEPBLC - Ethyl paraben comment
EPH_D.htm,URXMPB,URXMPB - Methyl paraben (ng/ml)
EPH_D.htm,URDMPBLC,URDMPBLC - Methyl paraben comment
EPH_D.htm,URXPPB,URXPPB - Propyl paraben (ng/ml)
EPH_D.htm,URDPPBLC,URDPPBLC - Propyl paraben comment
EPP_D.htm,SEQN,SEQN - Respondent sequence number
