File,Variable,Description
CIQDEP_C.htm,CIQD104,CIQD104 - Did extreme occur past 4 weeks?
CIQDEP_C.htm,CIQD105,CIQD105 - No. days extreme past 4 weeks
CIQDEP_C.htm,CIQD106,CIQD106 - No. days interfere personal life
CIQDEP_C.htm,CIQD106Z,CIQD106Z - CHECK ITEM
CIQDEP_C.htm,CIQD107,CIQD107 - Did interfere occur past 4 weeks?
CIQDEP_C.htm,CIQD108,CIQD108 - No. days interfere past 4 weeks
CIQDEP_C.htm,CIQD109,CIQD109 - Did you tell MD about SED?
CIQDEP_C.htm,CIQDPA,CIQDPA - Did you tell other prof about SED?
CIQDEP_C.htm,CIQDPB,CIQDPB - Did you take medication for SED?
CIQDEP_C.htm,CIQDPC,CIQDPC - Did SED interfere with life?
CIQDEP_C.htm,CIQDPD,CIQDPD - Was SED result of physical illness?
CIQDEP_C.htm,CIQDPE,CIQDPE - Was SED result of MDA?
CIQDEP_C.htm,CIQDPF,CIQDPF - Was SED always result MDA?
CIQDEP_C.htm,CIQDPHA,CIQDPHA - Doctor said nerves causing SED
CIQDEP_C.htm,CIQDPHB,CIQDPHB - Doctor said stress causing SED
CIQDEP_C.htm,CIQDPHC,CIQDPHC - Doctor said anxiety causing SED
CIQDEP_C.htm,CIQDPHD,CIQDPHD - Doctor said depression causing SED
CIQDEP_C.htm,CIQDPHE,CIQDPHE - Doctor said mental illness causing SED
CIQDEP_C.htm,CIQDPHF,CIQDPHF - Doctor said medication causing SED
CIQDEP_C.htm,CIQDPHG,CIQDPHG - Doctor said drugs causing SED
CIQDEP_C.htm,CIQDPHH,CIQDPHH - Doctor said alcohol causing SED
CIQDEP_C.htm,CIQDPHI,CIQDPHI - Doctor said physical illness causing SED
CIQDEP_C.htm,CIQDPHJ,CIQDPHJ - Doctor said physical injury causing SED
CIQDEP_C.htm,CIQDPHK,CIQDPHK - Doctor gave no definite diag for SED
CIQDEP_C.htm,CIQDPHZZ,CIQDPHZZ - CHECK ITEM
CIQDEP_C.htm,CIQDPJ,CIQDPJ - Was SED always result MDA?
CIQDEP_C.htm,CIQDPK,CIQDPK - Was SED result of phys illness?
CIQDEP_C.htm,CIQDPQ,CIQDPQ - Anything abnormal when exam?
CIQDEP_C.htm,CIQDPN,CIQDPN - Was SED always result of phys illness?
CIQDEP_C.htm,CIQDPO,"CIQDPO - When not ill,was SED always result MDA ?"
CIQDEP_C.htm,CIDDPRB,CIDDPRB - General cause of problem
CIQDEP_C.htm,CIQD110,CIQD110 - Remember age when first SED?
CIQDEP_C.htm,CIQD111,CIQD111 - How old were you when first SED?
CIQDEP_C.htm,CIQD111Z,CIQD111Z - CHECK ITEM
CIQDEP_C.htm,CIQD112,CIQD112 - About how old when first SED?
CIQDEP_C.htm,CIQD113,CIQD113 - Earliest age period of SED
CIQDEP_C.htm,CIDDSCOR,CIDDSCOR - Depression Score
CIQGAD_C.htm,SEQN,SEQN - Respondent sequence number
CIQGAD_C.htm,WTSCI2YR,WTSCI2YR - CIDI Subsample 2 year MEC Weight
CIQGAD_C.htm,CIAORDER,CIAORDER - Order in which CIDI modules are asked
CIQGAD_C.htm,CIQG01,"CIQG01 - Month worried, tense, anxious(WTA)?"
CIQGAD_C.htm,CIQG02,CIQG02 - Did period last six months?
CIQGAD_C.htm,CIQG03,"CIQG03 - No. months worried, tense, anxious?"
CIQGAD_C.htm,CIQG04,CIQG04 - WTA frequency
CIQGAD_C.htm,CIQG05,CIQG05 - WTA duration
CIQGAD_C.htm,CIQG06,CIQG06 - WTA a lot more than most?
CIQGAD_C.htm,CIQG07,CIQG07 - Did period last six months?
CIQGAD_C.htm,CIQG08,"CIQG08 - No. months worried, tense, anxious?"
CIQGAD_C.htm,CIQG09,CIQG09 - WTA frequency
CIQGAD_C.htm,CIQG10,CIQG10 - WTA duration
CIQGAD_C.htm,CIQG12,CIQG12 - Did R worry about health/drug use?
CIQGAD_C.htm,CIQG13,CIQG13 - Did R have multiple worries?
CIQGAD_C.htm,CIQG14,CIQG14 - Do you think worry excessive?
CIQGAD_C.htm,CIQG15,CIQG15 - How often difficult control worry?
CIQGAD_C.htm,CIQG16,CIQG16 - How often worry so strong?
CIQGAD_C.htm,CIQG17A,CIQG17A - Handcard: often restless?
CIQGAD_C.htm,CIQG17B,CIQG17B - Handcard: often keyed up?
CIQGAD_C.htm,CIQG17C,CIQG17C - Handcard: more tired than usual?
CIQGAD_C.htm,CIQG17D,CIQG17D - Handcard: more irritable?
CIQGAD_C.htm,CIQG17E,CIQG17E - Handcard: trouble sleeping?
CIQGAD_C.htm,CIQG17F,CIQG17F - Handcard: trouble keeping mind on?
CIQGAD_C.htm,CIQG17G,"CIQG17G - Handcard: tense, sore, ach muscles?"
CIQGAD_C.htm,CIQG18,CIQG18 - Did you tell MD about WTA?
CIQGAD_C.htm,CIQGPA,CIQGPA - Did you tell other prof about WTA?
CIQGAD_C.htm,CIQGPB,CIQGPB - Did you take medication for WTA?
CIQGAD_C.htm,CIQGPC,CIQGPC - Did WTA interfere with life?
CIQGAD_C.htm,CIQGPD,CIQGPD - Was WTA result of phys illness?
CIQGAD_C.htm,CIQGPE,CIQGPE - Was WTA result of  MDA?
CIQGAD_C.htm,CIQGPF,CIQGPF - Was WTA always result MDA?
CIQGAD_C.htm,CIQGPHA,CIQGPHA - Doctor said nerves causing WTA
CIQGAD_C.htm,CIQGPHB,CIQGPHB - Doctor said stress causing WTA
CIQGAD_C.htm,CIQGPHC,CIQGPHC - Doctor said anxiety causing WTA
CIQGAD_C.htm,CIQGPHD,CIQGPHD - Doctor said depression causing WTA
CIQGAD_C.htm,CIQGPHE,CIQGPHE - Doctor said mental illness causing WTA
CIQGAD_C.htm,CIQGPHF,CIQGPHF - Doctor said medication causing WTA
CIQGAD_C.htm,CIQGPHG,CIQGPHG - Doctor said drugs causing WTA
CIQGAD_C.htm,CIQGPHH,CIQGPHH - Doctor said alcohol causing WTA
CIQGAD_C.htm,CIQGPHI,CIQGPHI - Doctor said physical illness causing WTA
CIQGAD_C.htm,CIQGPHJ,CIQGPHJ - Doctor said physical injury causing WTA
CIQGAD_C.htm,CIQGPHK,CIQGPHK - Doc gave no definite diagnosis for WTA
CIQGAD_C.htm,CIQGPHZZ,CIQGPHZZ - CHECK ITEM
CIQGAD_C.htm,CIQGPJ,CIQGPJ - Was WTA always result MDA?
CIQGAD_C.htm,CIQGPK,CIQGPK - Was WTA result of phys illness?
CIQGAD_C.htm,CIQGPQ,CIQGPQ - Anything abnormal when examined?
CIQGAD_C.htm,CIQGPN,CIQGPN - Was WTA always result of phys illness?
CIQGAD_C.htm,CIQGPO,CIQGPO - Was WTA always result MDA?
CIQGAD_C.htm,CIDGPRB,CIDGPRB - General cause of WTA
CIQGAD_C.htm,CIQG19,CIQG19 - Remember age when first WTA?
CIQGAD_C.htm,CIQG20,CIQG20 - How old were you when first WTA?
CIQGAD_C.htm,CIQG20ZZ,CIQG20ZZ - CHECK ITEM
CIQGAD_C.htm,CIQG21,CIQG21 - About how old when first WTA?
CIQGAD_C.htm,CIQG22,CIQG22 - Earliest age period of WTA
CIQGAD_C.htm,CIQG23,CIQG23 - Recency of period of WTA
CIQGAD_C.htm,CIQG24,CIQG24 - How upset for feeling WTA?
CIQGAD_C.htm,CIQG25,CIQG25 - WTA interfere with daily life?
CIQGAD_C.htm,CIQG26,CIQG26 - No. days totally unable work
CIQGAD_C.htm,CIQG26ZZ,CIQG26ZZ - CHECK ITEM
CIQGAD_C.htm,CIQG27,CIQG27 - Did day occur past 4 weeks?
CIQGAD_C.htm,CIQG28,CIQG28 - No. days totally past 4 weeks
CIQGAD_C.htm,CIQG29,CIQG29 - No. days cutback amount/quality
CIQGAD_C.htm,CIQG29ZZ,CIQG29ZZ - CHECK ITEM
CIQGAD_C.htm,CIQG30,CIQG30 - Describe quantity/quality cutback
CIQGAD_C.htm,CIQG30ZZ,CIQG30ZZ - CHECK ITEM
CIQGAD_C.htm,CIQG31,CIQG31 - Did cutback occur past 4 weeks?
CIQGAD_C.htm,CIQG32,CIQG32 - No. days cutback past 4 weeks
CIQGAD_C.htm,CIQG33,CIQG33 - No. days extreme effort to work
CIQGAD_C.htm,CIQG33ZZ,CIQG33ZZ - CHECK ITEM
CIQGAD_C.htm,CIQG34,CIQG34 - Did extreme occur past 4 weeks?
CIQGAD_C.htm,CIQG35,CIQG35 - No. days extreme past 4 weeks
CIQGAD_C.htm,CIQG36,CIQG36 - No. days interfere personal life
CIQGAD_C.htm,CIQG36ZZ,CIQG36ZZ - CHECK ITEM
CIQGAD_C.htm,CIQG37,CIQG37 - Did interfere occur past 4 weeks?
CIQGAD_C.htm,CIQG38,CIQG38 - No. days interfere past 4 weeks
CIQGAD_C.htm,CIDGSCOR,CIDGSCOR - GAD score
CIQPAN_C.htm,SEQN,SEQN - Respondent sequence number
CIQPAN_C.htm,WTSCI2YR,WTSCI2YR - CIDI Subsample 2 year MEC Weight
CIQPAN_C.htm,CIAORDER,CIAORDER - Order in which CIDI modules are asked
CIQPAN_C.htm,CIQP01,"CIQP01 - Entire life, ever fear or panic attack?"
CIQPAN_C.htm,CIQP02,"CIQP02 - Ever attack for no reason, out of blue?"
CIQPAN_C.htm,CIQP03,CIQP03 - Panic attack past 12 months?
CIQPAN_C.htm,CIQP04,"CIQP04 - Past 12 mos, avoided situations bc fear?"
CIQPAN_C.htm,CIQP05,CIQP05 - How recently avoided situations bc fear?
CIQPAN_C.htm,CIQP06,"CIQP06 - Past 12 mos, month + fear another?"
CIQPAN_C.htm,CIQP07,CIQP07 - How recently have concern?
CIQPAN_C.htm,CIQP08,"CIQP08 - Past 12 mos, attacks lead to terrible?"
CIQPAN_C.htm,CIQP09,CIQP09 - How recently have concern?
CIQPAN_C.htm,CIQP10ZZ,CIQP10ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP11,CIQP11 - Ever attacks life-threatening?
CIQPAN_C.htm,CIQP12,CIQP12 - Ever attacks not life-threatening?
CIQPAN_C.htm,CIQP13A,CIQP13A - Did your heart pound or race?
CIQPAN_C.htm,CIQP13B,CIQP13B - Did you sweat?
CIQPAN_C.htm,CIQP13C,CIQP13C - Did you tremble or shake?
CIQPAN_C.htm,CIQP13D,CIQP13D - Did you have dry mouth?
CIQPAN_C.htm,CIQP13E,CIQP13E - Were you short of breath?
CIQPAN_C.htm,CIQP13F,CIQP13F - Feel like you were choking?
CIQPAN_C.htm,CIQP13G,CIQP13G - Pain or discomfort in chest?
CIQPAN_C.htm,CIQP13H,CIQP13H - Nausea or discomfort in stomach?
CIQPAN_C.htm,CIQP13I,CIQP13I - Were you dizzy or feeling faint?
CIQPAN_C.htm,CIQP13J,CIQP13J - Did you feel unreal?
CIQPAN_C.htm,CIQP13K,CIQP13K - Feel things around you unreal?
CIQPAN_C.htm,CIQP13L,CIQP13L - Afraid you might lose control?
CIQPAN_C.htm,CIQP13M,CIQP13M - Afraid you might pass out?
CIQPAN_C.htm,CIQP13N,CIQP13N - Afraid you might die?
CIQPAN_C.htm,CIQP13O,CIQP13O - Have hot flashes or chills?
CIQPAN_C.htm,CIQP13P,CIQP13P - Have numbness or tingling?
CIQPAN_C.htm,CIQP13ZZ,CIQP13ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP14,CIQP14 - No. attacks w/symptoms in lifetime?
CIQPAN_C.htm,CIQP15,"CIQP15 - Problems began suddenly, got worse?"
CIQPAN_C.htm,CIQP15ZZ,CIQP15ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP16,CIQP16 - When did attack occur?
CIQPAN_C.htm,CIQP17,CIQP17 - Remember age when attack occurred?
CIQPAN_C.htm,CIQP18,CIQP18 - Exact age when attack occurred
CIQPAN_C.htm,CIQP18ZZ,CIQP18ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP19,CIQP19 - Approx age when attack occurred
CIQPAN_C.htm,CIQP20,CIQP20 - Which of three situations occurred?
CIQPAN_C.htm,CIQP21A,CIQP21A - Fear: Giving a speech
CIQPAN_C.htm,CIQP21B,CIQP21B - Fear: Party or social event
CIQPAN_C.htm,CIQP21C,CIQP21C - Fear: Being in a crowd
CIQPAN_C.htm,CIQP21D,CIQP21D - Fear: Meeting new people
CIQPAN_C.htm,CIQP21E,"CIQP21E - Fear: Being outside, away"
CIQPAN_C.htm,CIQP21F,"CIQP21F - Fear: Traveling bus, train, car"
CIQPAN_C.htm,CIQP21G,"CIQP21G - Fear:  Crowd, standing in line"
CIQPAN_C.htm,CIQP21H,CIQP21H - Fear: Being in a public place
CIQPAN_C.htm,CIQP21I,CIQP21I - Fear: Animals
CIQPAN_C.htm,CIQP21J,CIQP21J - Fear: Heights
CIQPAN_C.htm,CIQP21K,"CIQP21K - Fear: Storms, thunder, lightening"
CIQPAN_C.htm,CIQP21L,CIQP21L - Fear: Flying
CIQPAN_C.htm,CIQP21M,CIQP21M - Fear: Closed spaces
CIQPAN_C.htm,CIQP21N,CIQP21N - Fear: Seeing blood
CIQPAN_C.htm,CIQP21O,CIQP21O - Fear: Getting an injection
CIQPAN_C.htm,CIQP21P,CIQP21P - Fear: Going to the dentist
CIQPAN_C.htm,CIQP21Q,CIQP21Q - Fear: Going to a hospital
CIQPAN_C.htm,CIQP21R,CIQP21R - Fear: Other 1
CIQPAN_C.htm,CIQP21S,CIQP21S - Fear: Other 2
CIQPAN_C.htm,CIQP21T,CIQP21T - Fear: Other 3
CIQPAN_C.htm,CIQP21ZZ,CIQP21ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP23,CIQP23 - Exact age when attack occurred
CIQPAN_C.htm,CIQP24,CIQP24 - Years of age attack occurred
CIQPAN_C.htm,CIQP24ZZ,CIQP24ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP25,CIQP25 - When did attack occur?
CIQPAN_C.htm,CIQP26,"CIQP26 - Attack in past 12 months,or more?"
CIQPAN_C.htm,CIQP27,CIQP27 - When did attack occur?
CIQPAN_C.htm,CIQP28,CIQP28 - Approx age when attack occurred
CIQPAN_C.htm,CIQP29,CIQP29 - Earliest age attack occurred
CIQPAN_C.htm,CIQP30ZZ,CIQP30ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP31,CIQP31 - Age last time had attack
CIQPAN_C.htm,CIQP32,CIQP32 - No. attacks lifetime out of the blue
CIQPAN_C.htm,CIQP32ZZ,CIQP32ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP33,CIQP33 - Out of the blue attack past 12 months?
CIQPAN_C.htm,CIQP34,CIQP34 - No. attacks past 12 months?
CIQPAN_C.htm,CIQP35ZZ,CIQP35ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP36,CIQP36 - No. attacks lifetime strong fear
CIQPAN_C.htm,CIQP36ZZ,CIQP36ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP37,CIQP37 - Attack in past 12 months?
CIQPAN_C.htm,CIQP38,CIQP38 - No. attacks past 12 months?
CIQPAN_C.htm,CIQP39ZZ,CIQP39ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP40,CIQP40 - No. attacks lifetime real danger
CIQPAN_C.htm,CIQP40ZZ,CIQP40ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP41,CIQP41 - Attack in past 12 months?
CIQPAN_C.htm,CIQP42,CIQP42 - No. attacks past 12 months
CIQPAN_C.htm,CIQP43ZZ,CIQP43ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP44A,CIQP44A - Strong Fear: Giving a speech
CIQPAN_C.htm,CIQP44B,CIQP44B - Strong Fear: Party or social event
CIQPAN_C.htm,CIQP44C,CIQP44C - Strong Fear: Being in a crowd
CIQPAN_C.htm,CIQP44D,CIQP44D - Strong Fear: Meeting new people
CIQPAN_C.htm,CIQP44E,"CIQP44E - Strong Fear: Being outside, away"
CIQPAN_C.htm,CIQP44F,"CIQP44F - Strong Fear: Traveling bus, train, car"
CIQPAN_C.htm,CIQP44G,"CIQP44G - Strong Fear:  Crowd, standing in line"
CIQPAN_C.htm,CIQP44H,CIQP44H - Strong Fear: Being in a public place
CIQPAN_C.htm,CIQP44I,CIQP44I - Strong Fear: Animals
CIQPAN_C.htm,CIQP44J,CIQP44J - Strong Fear: Heights
CIQPAN_C.htm,CIQP44K,"CIQP44K - Strong Fear: Storms, thunder, lightning"
CIQPAN_C.htm,CIQP44L,CIQP44L - Strong Fear: Flying
CIQPAN_C.htm,CIQP44M,CIQP44M - Strong Fear: Closed spaces
CIQPAN_C.htm,CIQP44N,CIQP44N - Strong Fear: Seeing blood
CIQPAN_C.htm,CIQP44O,CIQP44O - Strong Fear: Getting an injection
CIQPAN_C.htm,CIQP44P,CIQP44P - Strong Fear: Going to the dentist
CIQPAN_C.htm,CIQP44Q,CIQP44Q - Strong Fear: Going to a hospital
CIQPAN_C.htm,CIQP44R,CIQP44R - Strong Fear: Other 1
CIQPAN_C.htm,CIQP44S,CIQP44S - Strong Fear: Other 2
CIQPAN_C.htm,CIQP44T,CIQP44T - Strong Fear: Other 3
CIQPAN_C.htm,CIQP48ZZ,CIQP48ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP49,CIQP49 - Recency of fear or out of the blue
CIQPAN_C.htm,CIQP49ZZ,CIQP49ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP50,CIQP50 - Past 12 months no. weeks attack
CIQPAN_C.htm,CIQP50ZZ,CIQP50ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP51,CIQP51 - Single period or two+ periods?
CIQPAN_C.htm,CIQP52,CIQP52 - Longest no. weeks in row attack
CIQPAN_C.htm,CIQP53ZZ,CIQP53ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP54,CIQP54 - Largest no. attacks any one week
CIQPAN_C.htm,CIQP54ZZ,CIQP54ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP55,CIQP55 - Largest no. attack any four weeks
CIQPAN_C.htm,CIQP56ZZ,CIQP56ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP57,CIQP57 - Four week in row and four attacks?
CIQPAN_C.htm,CIQP58,CIQP58 - Did you tell doctor about attack?
CIQPAN_C.htm,CIQPPA,CIQPPA - Did you tell other prof about attack?
CIQPAN_C.htm,CIQPPB,CIQPPB - Did you take medication for attack?
CIQPAN_C.htm,CIQPPC,CIQPPC - Did attacks interfere with life?
CIQPAN_C.htm,CIQPPD,CIQPPD - Were attacks result of phys illness?
CIQPAN_C.htm,CIQPPE,CIQPPE - Were attacks result of  MDA?
CIQPAN_C.htm,CIQPPF,CIQPPF - Were attacks always result MDA?
CIQPAN_C.htm,CIQPPHA,CIQPPHA - Doctor said nerves causing attacks
CIQPAN_C.htm,CIQPPHB,CIQPPHB - Doctor said stress causing attacks
CIQPAN_C.htm,CIQPPHC,CIQPPHC - Doctor said anxiety causing attacks
CIQPAN_C.htm,CIQPPHD,CIQPPHD - Doctor said depression causing attacks
CIQPAN_C.htm,CIQPPHE,CIQPPHE - Doc said mental illness causing attacks
CIQPAN_C.htm,CIQPPHF,CIQPPHF - Doctor said medication causing attacks
CIQPAN_C.htm,CIQPPHG,CIQPPHG - Doctor said drugs causing attacks
CIQPAN_C.htm,CIQPPHH,CIQPPHH - Doctor said alcohol causing attacks
CIQPAN_C.htm,CIQPPHI,CIQPPHI - Doctor said phys illness causing attacks
CIQPAN_C.htm,CIQPPHJ,CIQPPHJ - Doctor said phys injury causing attacks
CIQPAN_C.htm,CIQPPHK,CIQPPHK - Doctor gave no definite diag for attacks
CIQPAN_C.htm,CIQPPHZZ,CIQPPHZZ - CHECK ITEM
CIQPAN_C.htm,CIQPPJ,CIQPPJ - Were attacks always result MDA?
CIQPAN_C.htm,CIQPPK,CIQPPK - Were attacks result of phys illness?
CIQPAN_C.htm,CIQPPQ,CIQPPQ - Anything abnormal when exam?
CIQPAN_C.htm,CIQPPN,CIQPPN - Were attacks always result phys ill?
CIQPAN_C.htm,CIQPPO,CIQPPO - Were attacks always result MDA?
CIQPAN_C.htm,CIDPPRB,CIDPPRB - General cause of problem
CIQPAN_C.htm,CIQP59,CIQP59 - Attacks interfere with daily life?
CIQPAN_C.htm,CIQP60,CIQP60 - No. days totally unable work
CIQPAN_C.htm,CIQP60ZZ,CIQP60ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP61,CIQP61 - Did totally occur past 4 weeks?
CIQPAN_C.htm,CIQP61ZZ,CIQP61ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP62,CIQP62 - No. days totally past 4 weeks
CIQPAN_C.htm,CIQP63,CIQP63 - No. days cutback amount/quality
CIQPAN_C.htm,CIQP63ZZ,CIQP63ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP64,CIQP64 - Describe quantity/quality cutback
CIQPAN_C.htm,CIQP64ZZ,CIQP64ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP65,CIQP65 - Did cutback occur past 4 weeks?
CIQPAN_C.htm,CIQP66,CIQP66 - No. days cutback past 4 weeks
CIQPAN_C.htm,CIQP67,CIQP67 - No. days extreme effort to work
CIQPAN_C.htm,CIQP67ZZ,CIQP67ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP68,CIQP68 - Did extreme occur past 4 weeks?
CIQPAN_C.htm,CIQP69,CIQP69 - No. days extreme past 4 weeks
CIQPAN_C.htm,CIQP70,CIQP70 - No. days interfere personal life
CIQPAN_C.htm,CIQP70ZZ,CIQP70ZZ - CHECK ITEM
CIQPAN_C.htm,CIQP71,CIQP71 - Did interfere occur past 4 weeks?
CIQPAN_C.htm,CIQP72,CIQP72 - No. days interfere past 4 weeks
CIQPAN_C.htm,CIDPSCOR,CIDPSCOR - Panic Score
CVX_C.htm,SEQN,SEQN - Respondent sequence number
CVX_C.htm,CVDEXSTS,CVDEXSTS - CV fitness exam status
CVX_C.htm,CVDEXCMT,CVDEXCMT - Comment code for CV fitness exam status
CVX_C.htm,CVDEXCL1,CVDEXCL1 - Excluded per physical limitations
CVX_C.htm,CVDEXCL2,CVDEXCL2 - Excluded per cardiovascular conditions
CVX_C.htm,CVDEXCL3,CVDEXCL3 - Excluded per lung/breathing conditions
CVX_C.htm,CVDEXCL4,CVDEXCL4 - Excluded per asthma symptoms
CVX_C.htm,CVDEXCL5,CVDEXCL5 - Excluded per medications
CVX_C.htm,CVDEXCL6,CVDEXCL6 - Excluded per other specific reasons
CVX_C.htm,CVQ220a,"CVQ220a - Priority 2 Stop, excessive HR in stage 2"
CVX_C.htm,CVQ220b,"CVQ220b - Priority 2 Stop, excessive HR in stage 1"
CVX_C.htm,CVQ220c,"CVQ220c - Priority 2 Stop, excessive BP"
CVX_C.htm,CVQ220e,"CVQ220e - Priority 2 Stop, significant drop in SBP"
CVX_C.htm,CVQ220g,"CVQ220g - Priority 2 Stop, variability in HR"
CVX_C.htm,CVQ220h,"CVQ220h - Priority 2 Stop, participant request"
CVX_C.htm,CVQ220i,"CVQ220i - Priority 2 Stop, equipment failure"
CVX_C.htm,CVQ220j,"CVQ220j - Priority 2 Stop, participant grips rails"
CVX_C.htm,CVQ220k,"CVQ220k - Priority 2 Stop, participant overexerted"
CVX_C.htm,CVQ220l,"CVQ220l - Priority 2 Stop, technician discretion"
CVX_C.htm,CVQ220m,"CVQ220m - Priority 2 Stop, other specified reasons"
CVX_C.htm,CVDEXLEN,CVDEXLEN - Length of CV fitness exam (min)
CVX_C.htm,CVDEXMER,CVDEXMER - Examiner ID code
CVX_C.htm,CVDPMHR,CVDPMHR - Predicted maximal heart rate (per min)
CVX_C.htm,CVXPARC,CVXPARC - Physical activity readiness code
CVX_C.htm,CVDVOMAX,CVDVOMAX - Predicted VO2max (ml/kg/min)
CVX_C.htm,CVAPROT,CVAPROT - Assigned exercise protocol
CVX_C.htm,CVDPROT,CVDPROT - Exercise protocol used in stage 1 and 2
CVX_C.htm,CVATEMP,CVATEMP - Room temperature (degrees F)
CVX_C.htm,CVAARM,CVAARM - Arm selected for blood pressure monitor
CVX_C.htm,CVACUFF,CVACUFF - Cuff size for blood pressure monitor
CVX_C.htm,CVAVEST,CVAVEST - Mesh vest used
CVX_C.htm,CVAWS1,CVAWS1 - Warm-up speed (mph)
CVX_C.htm,CVAWG1,CVAWG1 - Warm-up grade (% incline)
CVX_C.htm,CVDWTIM,CVDWTIM - Amount of time spent in warm-up (min)
CVX_C.htm,CVXWRPE,CVXWRPE - Warm-up rating of perceived exertion
CVX_C.htm,CVDWHR,CVDWHR - Warm-up heart rate (per min)
CVX_C.htm,CVDWSY,CVDWSY - Warm-up systolic BP (mm Hg)
CVX_C.htm,CVDWDI,CVDWDI - Warm-up diastolic BP (mm Hg)
CVX_C.htm,CVDS1S,CVDS1S - Stage 1 speed (mph)
CVX_C.htm,CVDS1G,CVDS1G - Stage 1 grade (% incline)
CVX_C.htm,CVDS1TIM,CVDS1TIM - Amount of time spent in Stage 1 (min)
CVX_C.htm,CVXS1RPE,CVXS1RPE - Stage 1 rating of perceived exertion
CVX_C.htm,CVDS1HR,CVDS1HR - Stage 1 heart rate (per min)
CVX_C.htm,CVDS1SY,CVDS1SY - Stage 1 systolic BP (mm Hg)
CVX_C.htm,CVDS1DI,CVDS1DI - Stage 1 diastolic BP (mm Hg)
CVX_C.htm,CVDS2S,CVDS2S - Stage 2 speed (mph)
CVX_C.htm,CVDS2G,CVDS2G - Stage 2 grade (% incline)
CVX_C.htm,CVDS2TIM,CVDS2TIM - Amount of time spent in Stage 2 (min)
CVX_C.htm,CVXS2RPE,CVXS2RPE - Stage 2 rating of perceived exertion
CVX_C.htm,CVDS2HR,CVDS2HR - Stage 2 heart rate (per min)
CVX_C.htm,CVDS2SY,CVDS2SY - Stage 2 systolic BP (mm Hg)
CVX_C.htm,CVDS2DI,CVDS2DI - Stage 2 diastolic BP (mm Hg)
CVX_C.htm,CVDR1TIM,CVDR1TIM - Amount of time spent in Recovery 1 (min)
CVX_C.htm,CVDR1HR,CVDR1HR - Recovery 1 heart rate (per min)
CVX_C.htm,CVDR1SY,CVDR1SY - Recovery 1 systolic BP (mm Hg)
CVX_C.htm,CVDR1DI,CVDR1DI - Recovery 1 diastolic BP (mm Hg)
CVX_C.htm,CVDR2TIM,CVDR2TIM - Amount of time spent in Recovery 2 (min)
CVX_C.htm,CVDR2HR,CVDR2HR - Recovery 2 heart rate (per min)
CVX_C.htm,CVDR2SY,CVDR2SY - Recovery 2 systolic BP (mm Hg)
CVX_C.htm,CVDR2DI,CVDR2DI - Recovery 2 diastolic BP (mm Hg)
CVX_C.htm,CVDR3TIM,CVDR3TIM - Amount of time spent in Recovery 3 (min)
CVX_C.htm,CVDR3HR,CVDR3HR - Recovery 3 heart rate (per min)
CVX_C.htm,CVDR3SY,CVDR3SY - Recovery 3 systolic BP (mm Hg)
CVX_C.htm,CVDR3DI,CVDR3DI - Recovery 3 diastolic BP (mm Hg)
CVX_C.htm,CVDESVO2,CVDESVO2 - Estimated VO2max (ml/kg/min)
CVX_C.htm,CVDFITLV,CVDFITLV - Cardiovascular fitness level
DXXAG_C.htm,SEQN,SEQN - Respondent sequence number
DXXAG_C.htm,DXATRST,DXATRST - Trunk (A/G region) scan status
DXXAG_C.htm,DXATRTV,DXATRTV - Trunk tissue invalidity code
DXXAG_C.htm,DXXANFM,DXXANFM - Android fat mass
DXXAG_C.htm,DXXANLM,DXXANLM - Android lean mass
DXXAG_C.htm,DXXANTOM,DXXANTOM - Android total mass
DXXAG_C.htm,DXXGYFM,DXXGYFM - Gynoid fat mass
DXXAG_C.htm,DXXGYLM,DXXGYLM - Gynoid lean mass
DXXAG_C.htm,DXXGYTOM,DXXGYTOM - Gynoid total mass
DXXAG_C.htm,DXXAGRAT,DXXAGRAT - Android to Gynoid ratio
DXXAG_C.htm,DXXAPFAT,DXXAPFAT - Android percent fat
